Sex,Height (cm),Weight (KG),Arm Span (cm),How long have you been climbing for (years)?,Hardest V Grade ever climbed ,Frequency of climbing sessions per week,Average hours climbing per week (not including training),Average hours Training for climbing per week ,Campus Board frequency per week ,Campus Board time per week (hours),Frequency of Endurance training sesions per week,General Strength Training frequency per week ,Time spent General strength training per week (hours),Max pull up reps,Max push ups reps,BMI,APE,Pullup ratio,top_or_bottom
1,162.0,53.0,161.0,2,4,2,2,2,1,1,1,4,3,20,40,20.195092211553114,0.9938271604938271,1.3773584905660377,Bottom
1,185.0,100.0,187.0,2,4,2,3,0,0,0,0,3,5,20,45,29.218407596785973,1.0108108108108107,1.2,Bottom
1,185.0,65.0,183.0,3,6,2,7,1,0,0,1,1,1,6,15,18.991964937910883,0.9891891891891892,1.0923076923076922,Bottom
1,170.0,68.0,190.0,2,4,1,2,0,0,0,0,1,1,15,50,23.529411764705884,1.1176470588235294,1.2205882352941178,Bottom
1,175.26,70.3,174.0,1,6,6,10,3,0,0,2,1,1,17,40,22.887044303809255,0.9928106812735366,1.2418207681365576,Bottom
0,167.0,70.0,165.0,9,10,5,10,8,1,1,2,2,5,12,20,25.099501595611173,0.9880239520958084,1.1714285714285715,Top
0,162.56,56.699,162.56,11,5,3,7,1,0,0,0,1,1,5,20,21.455963322082894,1.0,1.088184976807351,Bottom
1,175.0,63.5,185.0,5,7,5,9,2,0,0,0,1,1,30,30,20.73469387755102,1.0571428571428572,1.4724409448818898,Bottom
1,178.0,66.0,188.0,4,5,3,5,1,0,0,0,1,1,16,35,20.830703194041156,1.0561797752808988,1.2424242424242424,Bottom
0,167.0,73.0,176.0,1,1,2,3,2,0,0,1,1,2,0,25,26.175194521137367,1.0538922155688624,1.0,Bottom
1,183.0,67.0,176.0,2,5,3,7,2,0,0,0,0,0,18,40,20.00656932126967,0.9617486338797814,1.2686567164179106,Bottom
1,186.0,70.0,190.0,3,5,3,8,2,0,0,0,2,2,15,30,20.23355301190889,1.021505376344086,1.2142857142857142,Bottom
1,174.0,60.0,179.0,1,5,4,3,0,0,0,0,0,0,10,30,19.817677368212443,1.028735632183908,1.1666666666666667,Bottom
1,179.0,66.22,179.0,4,7,4,9,3,1,1,1,1,2,22,50,20.667270060235325,1.0,1.3322259136212624,Bottom
0,165.0,53.0,164.0,5,3,2,2,2,0,0,0,1,1,3,10,19.467401285583104,0.9939393939393939,1.0566037735849056,Bottom
1,180.0,86.0,180.0,2,4,3,3,3,0,1,1,3,3,10,30,26.54320987654321,1.0,1.1162790697674418,Bottom
1,184.0,87.0,185.0,3,3,3,2,3,0,0,1,3,2,13,50,25.697069943289225,1.0054347826086956,1.1494252873563218,Bottom
1,188.0,65.0,190.0,2,3,2,4,0,0,0,0,0,0,12,50,18.390674513354462,1.0106382978723405,1.1846153846153846,Bottom
1,180.0,76.0,187.0,2,5,3,3,3,1,1,1,4,4,22,50,23.456790123456788,1.038888888888889,1.2894736842105263,Bottom
1,180.0,72.0,180.0,4,7,4,12,9,0,0,0,2,3,20,27,22.22222222222222,1.0,1.2777777777777777,Bottom
1,167.0,62.5,172.0,2,6,4,12,0,0,0,0,0,0,25,20,22.410269281795692,1.029940119760479,1.4,Bottom
1,177.8,58.967,185.928,5,8,4,8,0,0,0,0,1,1,13,4,18.652863836339915,1.0457142857142856,1.220462292468669,Top
1,180.0,59.0,185.0,4,4,2,6,0,0,0,0,0,0,11,25,18.209876543209877,1.0277777777777777,1.1864406779661016,Bottom
1,178.0,72.0,177.0,2,3,3,3,5,0,0,0,3,3,15,30,22.724403484408533,0.9943820224719101,1.2083333333333333,Bottom
1,175.0,77.0,179.0,3,5,3,6,0,0,0,0,1,1,15,25,25.142857142857142,1.022857142857143,1.1948051948051948,Bottom
1,188.0,82.0,186.0,1,3,3,11,1,0,0,3,1,1,9,50,23.20054323223178,0.9893617021276596,1.1097560975609757,Bottom
0,171.0,68.0,167.0,4,4,3,7,0,0,0,0,0,0,6,15,23.25501863821347,0.9766081871345029,1.088235294117647,Bottom
1,186.0,80.0,188.0,11,8,3,3,3,2,1,1,1,1,15,30,23.12406058503873,1.010752688172043,1.1875,Top
1,185.0,78.0,185.0,8,7,2,3,10,1,1,2,2,1,12,25,22.79035792549306,1.0,1.1538461538461537,Bottom
1,180.0,72.5,185.0,10,7,2,5,1,0,0,0,2,1,14,25,22.37654320987654,1.0277777777777777,1.193103448275862,Bottom
1,175.0,65.5,177.0,5,7,2,5,2,0,0,0,2,2,15,30,21.387755102040817,1.0114285714285713,1.2290076335877862,Bottom
1,183.0,73.0,188.0,2,9,3,6,3,1,0,2,2,2,55,118,21.798202394816204,1.0273224043715847,1.7534246575342465,Top
1,179.0,63.0,181.0,1,3,2,4,4,0,0,0,2,2,15,16,19.66230766829999,1.011173184357542,1.2380952380952381,Bottom
1,179.0,63.0,181.0,1,3,2,4,4,0,0,0,2,2,15,16,19.66230766829999,1.011173184357542,1.2380952380952381,Bottom
1,184.0,78.0,173.0,7,5,4,16,3,0,0,1,1,1,13,50,23.03875236294896,0.9402173913043478,1.1666666666666667,Bottom
1,188.0,78.0,193.0,1,2,4,6,2,0,0,2,3,4,12,50,22.068809416025353,1.0265957446808511,1.1538461538461537,Bottom
1,170.0,65.0,173.0,1,4,3,4,1,0,0,0,2,3,30,30,22.49134948096886,1.0176470588235293,1.4615384615384615,Bottom
1,168.5,76.0,178.0,1,4,1,4,4,0,0,0,3,3,30,75,26.767867992145742,1.056379821958457,1.394736842105263,Bottom
1,173.0,70.0,174.0,3,5,3,9,1,0,0,0,2,4,18,55,23.38868655818771,1.0057803468208093,1.2571428571428571,Bottom
1,173.0,76.0,168.0,7,3,4,16,1,0,0,0,1,1,12,20,25.393431120318084,0.9710982658959537,1.1578947368421053,Bottom
1,190.5,70.3,190.0,2,6,3,7,3,0,0,1,1,1,20,30,19.371594298744153,0.9973753280839895,1.2844950213371267,Bottom
1,170.0,73.66,168.0,1,5,4,14,3,0,0,0,5,2,18,30,25.4878892733564,0.9882352941176471,1.2443660059733912,Bottom
0,176.0,56.0,169.0,3,4,3,6,1,0,0,0,2,1,12,15,18.078512396694215,0.9602272727272727,1.2142857142857142,Bottom
1,183.0,70.0,184.0,1,5,2,4,0,0,0,0,4,4,15,75,20.902385858042937,1.005464480874317,1.2142857142857142,Bottom
0,170.0,56.0,171.0,1,5,3,6,1,0,0,0,1,1,15,30,19.377162629757787,1.0058823529411764,1.2678571428571428,Bottom
1,175.0,65.0,174.0,6,9,5,10,5,0,0,2,4,4,33,52,21.224489795918366,0.9942857142857143,1.5076923076923077,Top
1,165.0,68.0,175.0,6,8,3,3,3,1,1,0,3,1,24,50,24.977043158861342,1.0606060606060606,1.3529411764705883,Top
1,188.0,77.0,191.0,1,3,3,8,1,0,0,1,1,1,7,25,21.785875961973744,1.0159574468085106,1.0909090909090908,Bottom
1,155.0,69.0,178.0,1,4,3,4,1,0,0,0,0,0,7,17,28.720083246618103,1.1483870967741936,1.1014492753623188,Bottom
1,181.0,75.0,190.0,3,4,3,9,2,0,0,0,4,2,19,50,22.89307408198773,1.0497237569060773,1.2533333333333334,Bottom
1,178.0,65.0,180.0,1,4,2,7,1,0,0,0,2,2,12,33,20.515086478979924,1.0112359550561798,1.1846153846153846,Bottom
1,185.0,74.0,185.0,13,6,4,12,1,0,0,1,1,1,15,35,21.62162162162162,1.0,1.2027027027027026,Bottom
1,185.0,75.0,187.0,2,6,3,9,2,0,0,1,2,2,17,27,21.913805697589478,1.0108108108108107,1.2266666666666666,Bottom
1,175.0,72.0,177.0,2,7,4,8,0,0,0,0,5,3,20,50,23.510204081632654,1.0114285714285713,1.2777777777777777,Bottom
1,178.0,76.0,175.0,2,7,3,7,3,2,1,2,1,1,10,10,23.98687034465345,0.9831460674157303,1.131578947368421,Bottom
1,175.0,63.0,176.0,2,5,4,8,2,0,0,0,2,2,15,25,20.571428571428573,1.0057142857142858,1.2380952380952381,Bottom
1,164.0,65.0,168.0,2,5,3,7,1,0,0,1,1,2,10,30,24.167162403331353,1.024390243902439,1.1538461538461537,Bottom
1,180.0,63.5,175.0,3,4,2,4,2,0,0,0,2,1,12,20,19.598765432098766,0.9722222222222222,1.188976377952756,Bottom
1,180.0,70.0,180.0,4,10,4,5,4,3,2,2,1,1,30,40,21.604938271604937,1.0,1.4285714285714286,Top
1,173.0,67.0,176.0,1,4,3,6,5,0,0,0,2,5,13,25,22.386314277122523,1.0173410404624277,1.1940298507462686,Bottom
1,180.0,72.0,185.0,8,6,4,9,6,0,0,3,2,2,18,20,22.22222222222222,1.0277777777777777,1.25,Bottom
1,170.0,70.0,170.0,1,4,5,15,5,0,0,2,0,0,15,35,24.221453287197235,1.0,1.2142857142857142,Bottom
1,170.0,66.0,170.0,1,0,3,6,6,0,0,0,3,3,25,35,22.837370242214536,1.0,1.378787878787879,
1,188.0,80.0,191.0,3,6,3,8,1,0,0,1,1,1,15,43,22.634676324128566,1.0159574468085106,1.1875,Bottom
1,167.64,60.328,169.0,1,4,3,5,1,0,0,2,1,1,5,20,21.46661777253766,1.0081126222858507,1.0828802546081422,Bottom
1,178.0,77.0,178.0,1,5,3,9,2,0,0,0,1,2,13,30,24.302487059714682,1.0,1.1688311688311688,Bottom
1,183.0,68.3,186.0,1,4,5,7,4,2,0,4,3,1,15,50,20.39475648720475,1.0163934426229508,1.219619326500732,Bottom
1,173.0,60.0,175.0,5,9,4,6,12,0,0,2,4,9,18,20,20.04744562130375,1.0115606936416186,1.3,Top
0,169.0,65.0,168.0,16,4,1,2,0,0,0,0,0,0,1,15,22.758306781975424,0.9940828402366864,1.0153846153846153,Bottom
1,175.0,57.0,175.0,2,10,3,10,2,1,0,0,2,2,23,35,18.612244897959183,1.0,1.4035087719298245,Top
1,178.0,60.0,178.0,9,7,2,5,1,0,0,0,0,0,25,30,18.93700290367378,1.0,1.4166666666666667,Bottom
1,180.0,73.0,183.0,6,7,2,5,2,1,1,0,3,3,20,25,22.530864197530864,1.0166666666666666,1.273972602739726,Bottom
1,185.0,82.0,188.0,1,4,2,6,6,0,0,0,0,0,15,50,23.959094229364496,1.0162162162162163,1.1829268292682926,Bottom
1,179.0,82.0,182.0,3,4,4,13,1,0,0,0,0,0,9,20,25.592209980961893,1.0167597765363128,1.1097560975609757,Bottom
1,185.3,87.0,188.0,1,4,3,12,4,0,0,1,2,4,14,35,25.337771423595402,1.0145709660010793,1.160919540229885,Bottom
1,178.0,68.0,178.0,1,4,3,1,2,0,0,1,1,2,12,20,21.461936624163616,1.0,1.1764705882352942,Bottom
1,182.0,70.0,190.5,6,6,3,5,3,0,0,0,3,3,25,30,21.132713440405748,1.0467032967032968,1.3571428571428572,Bottom
1,170.0,68.0,170.0,2,3,1,2,1,0,0,1,0,0,6,10,23.529411764705884,1.0,1.088235294117647,Bottom
1,192.0,75.0,198.0,1,5,3,7,7,0,0,0,3,7,15,20,20.345052083333332,1.03125,1.2,Bottom
0,160.0,45.0,161.0,4,7,4,8,3,0,0,1,2,1,20,30,17.578124999999996,1.00625,1.4444444444444444,Bottom
1,178.0,70.0,187.0,16,11,3,10,3,1,1,0,0,0,30,70,22.093170054286073,1.050561797752809,1.4285714285714286,Top
0,172.0,62.0,175.0,16,4,3,12,12,0,0,0,5,6,0,0,20.9572742022715,1.0174418604651163,1.0,Bottom
1,173.0,73.0,182.0,1,4,3,10,5,0,0,1,0,3,9,50,24.3910588392529,1.0520231213872833,1.1232876712328768,Bottom
1,172.72,55.0,177.8,1,3,2,12,0,0,0,1,0,0,17,43,18.436455558032222,1.0294117647058825,1.309090909090909,Bottom
1,110.0,60.0,110.0,2,5,5,11,10,6,9,3,2,9,30,150,49.58677685950413,1.0,1.5,Bottom
1,180.0,68.0,182.0,2,5,3,12,10,0,0,0,4,15,15,25,20.98765432098765,1.011111111111111,1.2205882352941178,Bottom
1,182.0,76.0,200.0,5,8,3,6,7,4,3,7,7,15,27,120,22.944088878154812,1.098901098901099,1.355263157894737,Top
1,186.0,74.0,191.0,10,8,3,4,4,1,1,1,2,1,15,25,21.389756041160826,1.0268817204301075,1.2027027027027026,Top
1,187.0,80.0,182.0,4,1,2,4,0,0,0,1,1,1,5,10,22.877405702193368,0.9732620320855615,1.0625,Bottom
0,165.0,52.0,172.0,13,7,5,12,10,1,1,1,3,3,15,12,19.100091827364558,1.0424242424242425,1.2884615384615385,Bottom
1,182.0,78.0,193.0,1,4,4,10,0,0,0,0,4,1,18,30,23.54788069073783,1.0604395604395604,1.2307692307692308,Bottom
1,190.0,77.0,200.0,9,7,6,8,4,0,0,1,1,1,15,20,21.329639889196677,1.0526315789473684,1.1948051948051948,Bottom
1,182.0,78.0,188.0,2,6,5,10,2,0,0,0,1,2,20,40,23.54788069073783,1.032967032967033,1.2564102564102564,Bottom
1,182.0,84.0,193.0,3,6,4,8,4,0,0,0,4,2,12,10,25.359256128486894,1.0604395604395604,1.1428571428571428,Bottom
1,185.0,77.0,189.0,4,7,3,8,10,0,0,1,3,3,23,85,22.498173849525198,1.0216216216216216,1.2987012987012987,Bottom
1,174.0,59.0,177.0,5,10,4,10,3,2,2,1,2,1,22,40,19.487382745408905,1.0172413793103448,1.3728813559322033,Top
1,180.0,71.0,180.0,2,4,2,4,0,1,0,0,0,0,10,20,21.91358024691358,1.0,1.1408450704225352,Bottom
1,177.0,78.0,180.0,2,1,3,3,4,0,0,1,1,1,15,15,24.897060231734173,1.0169491525423728,1.1923076923076923,Bottom
0,158.75,58.96,155.0,3,2,1,2,1,0,0,0,2,1,1,20,23.39537479074958,0.9763779527559056,1.0169606512890095,Bottom
1,172.0,65.0,182.0,16,5,3,10,4,0,0,1,1,1,70,30,21.971335857220122,1.058139534883721,2.076923076923077,Bottom
1,176.0,76.0,177.0,14,6,2,8,0,0,0,0,0,0,25,45,24.535123966942148,1.0056818181818181,1.3289473684210527,Bottom
1,181.0,68.0,181.0,2,3,3,8,1,0,0,1,7,1,13,30,20.756387167668876,1.0,1.1911764705882353,Bottom
1,165.0,63.0,165.0,9,10,4,12,4,1,1,0,1,1,10,30,23.140495867768596,1.0,1.1587301587301588,Top
1,172.0,53.0,172.0,8,8,2,6,3,1,1,0,1,1,15,25,17.915089237425637,1.0,1.2830188679245282,Top
1,180.0,63.5,181.0,2,3,1,2,1,1,0,1,1,1,20,30,19.598765432098766,1.0055555555555555,1.31496062992126,Bottom
1,201.1,89.0,186.0,3,8,4,6,2,0,0,1,2,1,30,55,22.0072544812581,0.9249129786176032,1.3370786516853932,Top
1,186.0,67.0,191.0,15,8,1,4,4,0,0,0,1,2,17,30,19.366400739969936,1.0268817204301075,1.2537313432835822,Top
1,187.0,63.0,190.0,6,7,3,6,2,0,0,0,1,1,21,20,18.015956990477278,1.0160427807486632,1.3333333333333333,Bottom
1,173.0,68.0,173.0,9,11,4,10,4,0,0,0,3,6,25,30,22.720438370810918,1.0,1.3676470588235294,Top
1,181.0,75.0,180.0,16,8,3,8,1,0,0,0,0,0,12,20,22.89307408198773,0.994475138121547,1.16,Top
1,175.0,65.0,175.0,8,4,1,2,0,1,1,0,0,0,25,40,21.224489795918366,1.0,1.3846153846153846,Bottom
