sex,max_boulder,exp,pullup,pushup,height (cm),weight (kg),span (cm),BMI,APE,pullup_ratio,gender,top_or_bottom
1,2,0,8.0,12.0,190.0,87.0,194.0,24.099722991689752,1.0210526315789474,1.0919540229885059,Male,Bottom
1,6,6,15.0,20.0,185.0,86.0,188.0,25.127830533235937,1.0162162162162163,1.1744186046511629,Male,Bottom
1,2,0,19.0,50.0,176.0,70.0,180.0,22.59814049586777,1.0227272727272727,1.2714285714285714,Male,Bottom
1,7,2,10.0,10.0,185.0,68.0,188.0,19.86851716581446,1.0162162162162163,1.1470588235294117,Male,Bottom
1,7,1,14.0,30.0,183.0,84.0,190.5,25.082863029651524,1.040983606557377,1.1666666666666667,Male,Bottom
1,5,1,16.0,25.0,185.0,82.0,178.0,23.959094229364496,0.9621621621621622,1.1951219512195121,Male,Bottom
1,6,2,20.0,50.0,184.0,75.0,187.0,22.152646502835537,1.016304347826087,1.2666666666666666,Male,Bottom
1,9,4,25.0,45.0,180.0,73.4,183.0,22.654320987654323,1.0166666666666666,1.340599455040872,Male,Top
1,5,0,15.0,50.0,177.0,59.0,177.0,18.832391713747644,1.0,1.2542372881355932,Male,Bottom
1,10,5,18.0,21.0,180.0,70.3,187.0,21.697530864197528,1.038888888888889,1.256045519203414,Male,Top
1,3,2,10.0,50.0,182.0,72.5,182.0,21.887453206134523,1.0,1.1379310344827587,Male,Bottom
1,7,3,20.0,80.0,178.0,85.0,186.0,26.82742078020452,1.0449438202247192,1.2352941176470589,Male,Bottom
1,5,0,18.0,40.0,183.0,93.0,183.0,27.77031263997133,1.0,1.1935483870967742,Male,Bottom
1,9,3,50.0,50.0,176.0,58.0,179.0,18.72417355371901,1.0170454545454546,1.8620689655172413,Male,Top
1,5,2,20.0,75.0,171.0,74.0,180.0,25.3069320474676,1.0526315789473684,1.2702702702702702,Male,Bottom
1,6,6,10.0,20.0,175.0,50.0,110.0,16.3265306122449,0.6285714285714286,1.2,Male,Bottom
1,6,2,15.0,40.0,178.0,78.0,185.0,24.61810377477591,1.0393258426966292,1.1923076923076923,Male,Bottom
1,0,1,24.0,46.0,178.0,75.0,176.0,23.671253629592222,0.9887640449438202,1.32,Male,
1,9,6,20.0,50.0,165.0,63.0,169.0,23.140495867768596,1.0242424242424242,1.3174603174603174,Male,Top
1,9,6,25.0,50.0,178.0,75.0,180.0,23.671253629592222,1.0112359550561798,1.3333333333333333,Male,Top
0,2,0,5.0,24.0,153.0,45.5,155.0,19.43696868725704,1.0130718954248366,1.10989010989011,Female,Bottom
1,7,1,19.0,50.0,171.0,64.0,172.0,21.887076365377382,1.0058479532163742,1.296875,Male,Bottom
1,5,1,6.0,20.0,190.0,78.0,190.0,21.606648199445985,1.0,1.0769230769230769,Male,Bottom
0,2,0,2.0,30.0,163.0,57.0,150.0,21.453573713726524,0.9202453987730062,1.0350877192982457,Female,Bottom
1,5,0,74.0,100.0,188.0,73.0,199.0,20.654142145767317,1.0585106382978724,2.0136986301369864,Male,Bottom
1,8,6,20.0,36.0,178.0,73.0,178.0,23.04002019946976,1.0,1.273972602739726,Male,Top
1,8,1,16.0,55.0,180.0,74.0,191.0,22.839506172839506,1.0611111111111111,1.2162162162162162,Male,Top
1,7,3,15.0,25.0,186.0,76.0,180.0,21.967857555786793,0.967741935483871,1.1973684210526316,Male,Bottom
0,2,0,0.0,0.0,163.0,48.0,150.0,18.06616733787497,0.9202453987730062,1.0,Female,Bottom
1,8,2,14.0,70.0,180.0,70.0,183.0,21.604938271604937,1.0166666666666666,1.2,Male,Top
1,4,1,15.0,30.0,168.0,59.0,165.0,20.904195011337873,0.9821428571428571,1.2542372881355932,Male,Bottom
1,4,1,17.0,30.0,160.0,52.0,163.0,20.312499999999996,1.01875,1.3269230769230769,Male,Bottom
1,3,1,8.0,10.0,192.0,78.0,193.0,21.158854166666668,1.0052083333333333,1.1025641025641026,Male,Bottom
1,3,0,8.0,45.0,172.0,95.0,199.0,32.11195240670633,1.1569767441860466,1.0842105263157895,Male,Bottom
1,6,2,15.0,65.0,190.0,93.0,195.0,25.761772853185597,1.0263157894736843,1.1612903225806452,Male,Bottom
1,8,1,20.0,50.0,175.0,77.0,185.0,25.142857142857142,1.0571428571428572,1.2597402597402598,Male,Top
1,6,1,15.0,20.0,182.0,77.0,186.0,23.24598478444632,1.021978021978022,1.1948051948051948,Male,Bottom
1,9,4,25.0,25.0,175.0,62.6,170.0,20.440816326530612,0.9714285714285714,1.3993610223642172,Male,Top
1,4,1,14.0,20.0,190.0,76.0,190.0,21.05263157894737,1.0,1.1842105263157894,Male,Bottom
1,4,0,22.0,44.0,181.0,74.0,182.0,22.587833094227893,1.0055248618784531,1.2972972972972974,Male,Bottom
0,8,6,13.0,30.0,180.0,76.0,185.0,23.456790123456788,1.0277777777777777,1.1710526315789473,Female,Top
1,5,2,25.0,60.0,177.0,68.0,179.0,21.705129432793896,1.0112994350282485,1.3676470588235294,Male,Bottom
1,9,2,31.0,50.0,177.0,63.0,188.0,20.109164033323754,1.0621468926553672,1.492063492063492,Male,Top
1,0,6,12.0,25.0,184.0,75.0,189.0,22.152646502835537,1.0271739130434783,1.16,Male,
1,6,2,15.0,30.0,196.0,83.0,197.0,21.605581007913372,1.0051020408163265,1.180722891566265,Male,Bottom
1,3,1,5.0,14.0,180.0,70.0,175.0,21.604938271604937,0.9722222222222222,1.0714285714285714,Male,Bottom
1,6,2,35.0,50.0,178.0,72.5,182.0,22.88221184193915,1.0224719101123596,1.4827586206896552,Male,Bottom
0,5,1,5.0,5.0,159.38,51.7095,170.7,20.35648049606707,1.07102522273811,1.0966940310774616,Female,Bottom
1,1,4,10.0,12.0,179.0,87.0,186.0,27.15271058955713,1.0391061452513966,1.1149425287356323,Male,Bottom
1,5,1,10.0,15.0,166.0,53.0,160.0,19.233560749020178,0.963855421686747,1.1886792452830188,Male,Bottom
1,9,6,20.0,40.0,182.0,65.0,190.0,19.623233908948194,1.043956043956044,1.3076923076923077,Male,Top
1,5,2,15.0,30.0,168.0,65.0,190.0,23.030045351473927,1.130952380952381,1.2307692307692308,Male,Bottom
1,11,6,15.0,40.0,176.0,81.0,178.0,26.149276859504134,1.0113636363636365,1.1851851851851851,Male,Top
0,5,4,12.0,15.0,165.0,53.5,172.0,19.65105601469238,1.0424242424242425,1.2242990654205608,Female,Bottom
1,7,6,16.0,30.0,188.0,75.0,193.0,21.22000905387053,1.0265957446808511,1.2133333333333334,Male,Bottom
0,4,0,4.0,3.0,178.0,66.0,178.0,20.830703194041156,1.0,1.0606060606060606,Female,Bottom
1,4,2,15.0,40.0,185.0,72.5,185.0,21.18334550766983,1.0,1.206896551724138,Male,Bottom
1,5,6,15.0,35.0,183.0,69.0,176.0,20.603780345785182,0.9617486338797814,1.2173913043478262,Male,Bottom
1,9,6,20.0,20.0,184.0,68.0,179.0,20.085066162570886,0.9728260869565217,1.2941176470588236,Male,Top
1,8,3,20.0,50.0,180.0,79.0,183.0,24.382716049382715,1.0166666666666666,1.2531645569620253,Male,Top
1,6,2,12.0,100.0,178.0,65.0,178.0,20.515086478979924,1.0,1.1846153846153846,Male,Bottom
1,0,2,7.0,30.0,179.0,68.0,179.0,21.22280827689523,1.0,1.1029411764705883,Male,
1,11,6,20.0,40.0,177.0,73.0,183.0,23.301094832264035,1.0338983050847457,1.273972602739726,Male,Top
1,4,2,20.0,20.0,183.0,73.0,192.0,21.798202394816204,1.0491803278688525,1.273972602739726,Male,Bottom
1,5,2,15.0,0.0,173.0,67.0,173.0,22.386314277122523,1.0,1.2238805970149254,Male,Bottom
1,9,2,8.0,30.0,180.0,63.0,184.0,19.444444444444443,1.0222222222222221,1.126984126984127,Male,Top
1,6,5,14.0,30.0,188.0,77.0,188.0,21.785875961973744,1.0,1.1818181818181819,Male,Bottom
1,4,6,11.0,28.0,193.0,88.0,198.0,23.624795296518027,1.0259067357512954,1.125,Male,Bottom
0,3,0,8.0,30.0,170.0,55.0,170.0,19.031141868512112,1.0,1.1454545454545455,Female,Bottom
1,4,6,20.0,35.0,175.0,68.0,175.0,22.20408163265306,1.0,1.2941176470588236,Male,Bottom
1,5,1,15.0,25.0,179.0,74.0,179.0,23.095409007209515,1.0,1.2027027027027026,Male,Bottom
1,2,1,10.0,30.0,177.0,79.0,177.0,25.2162533116282,1.0,1.1265822784810127,Male,Bottom
1,11,4,25.0,50.0,189.0,74.0,192.0,20.71610537219003,1.0158730158730158,1.337837837837838,Male,Top
0,6,6,12.0,10.0,159.0,53.0,158.0,20.964360587002094,0.9937106918238994,1.2264150943396226,Female,Bottom
1,11,3,35.0,80.0,174.0,57.0,180.0,18.826793499801823,1.0344827586206897,1.6140350877192982,Male,Top
1,2,3,30.0,20.0,183.0,76.0,190.0,22.694018931589476,1.0382513661202186,1.394736842105263,Male,Bottom
1,9,2,15.0,30.0,180.0,68.0,181.0,20.98765432098765,1.0055555555555555,1.2205882352941178,Male,Top
1,6,0,23.0,35.0,184.0,76.0,192.0,22.448015122873343,1.0434782608695652,1.3026315789473684,Male,Bottom
1,6,2,20.0,50.0,189.0,80.0,188.0,22.395789591556788,0.9947089947089947,1.25,Male,Bottom
1,5,1,10.0,25.0,177.8,65.7,177.8,20.782694626613743,1.0,1.15220700152207,Male,Bottom
0,4,2,15.0,25.0,188.0,92.0,193.0,26.029877772747852,1.0265957446808511,1.1630434782608696,Female,Bottom
0,3,0,3.0,25.0,167.5,58.0,167.0,20.67275562486077,0.9970149253731343,1.0517241379310345,Female,Bottom
1,9,2,15.0,15.0,170.0,61.2,170.0,21.176470588235297,1.0,1.2450980392156863,Male,Top
1,10,4,100.0,100.0,190.5,68.7,193.4,18.930704528075722,1.0152230971128609,2.4556040756914115,Male,Top
0,2,1,10.0,50.0,170.0,54.0,169.0,18.68512110726644,0.9941176470588236,1.1851851851851851,Female,Bottom
1,0,2,18.0,35.0,177.0,66.0,183.0,21.06674327300584,1.0338983050847457,1.2727272727272727,Male,
1,6,1,17.0,30.0,168.0,63.0,171.0,22.321428571428577,1.0178571428571428,1.2698412698412698,Male,Bottom
1,8,2,25.0,30.0,181.0,72.0,184.0,21.97735111870822,1.0165745856353592,1.3472222222222223,Male,Top
1,4,1,20.0,50.0,172.0,70.0,180.0,23.661438615467823,1.0465116279069768,1.2857142857142858,Male,Bottom
1,8,2,15.0,20.0,186.0,74.0,190.0,21.389756041160826,1.021505376344086,1.2027027027027026,Male,Top
1,3,0,15.0,20.0,183.0,80.0,175.0,23.888440980620498,0.9562841530054644,1.1875,Male,Bottom
0,3,1,12.0,31.0,155.0,47.0,157.0,19.562955254942764,1.0129032258064516,1.2553191489361701,Female,Bottom
1,3,0,15.0,50.0,187.0,85.0,190.0,24.307243558580453,1.0160427807486632,1.1764705882352942,Male,Bottom
1,7,1,18.0,40.0,183.0,70.0,190.0,20.902385858042937,1.0382513661202186,1.2571428571428571,Male,Bottom
1,10,6,24.0,30.0,178.0,63.0,185.0,19.883853048857468,1.0393258426966292,1.380952380952381,Male,Top
1,9,2,22.0,60.0,172.0,61.0,174.0,20.61925365062196,1.0116279069767442,1.360655737704918,Male,Top
1,5,1,15.0,40.0,178.0,73.4,190.0,23.166266885494256,1.0674157303370786,1.2043596730245232,Male,Bottom
1,5,4,15.0,20.0,175.0,68.0,175.0,22.20408163265306,1.0,1.2205882352941178,Male,Bottom
1,6,2,15.0,25.0,190.5,78.0,190.5,21.493376320085975,1.0,1.1923076923076923,Male,Bottom
1,8,1,25.0,30.0,187.96,77.1,195.58,21.82345489599671,1.0405405405405406,1.324254215304799,Male,Top
1,5,0,17.0,70.0,178.0,79.0,181.0,24.933720489837143,1.0168539325842696,1.2151898734177216,Male,Bottom
0,6,3,15.0,30.0,170.0,51.0,168.0,17.647058823529413,0.9882352941176471,1.2941176470588236,Female,Bottom
1,12,6,10.0,30.0,165.0,68.0,178.0,24.977043158861342,1.0787878787878789,1.1470588235294117,Male,Top
1,4,0,15.0,20.0,177.0,71.0,177.0,22.66270867247598,1.0,1.2112676056338028,Male,Bottom
1,6,1,15.0,40.0,183.0,80.0,183.0,23.888440980620498,1.0,1.1875,Male,Bottom
0,2,1,3.0,10.0,178.0,61.0,170.0,19.252619618735007,0.9550561797752809,1.0491803278688525,Female,Bottom
1,0,0,18.0,40.0,175.0,72.0,182.0,23.510204081632654,1.04,1.25,Male,
1,6,0,12.0,20.0,168.0,59.0,168.0,20.904195011337873,1.0,1.2033898305084745,Male,Bottom
1,6,3,18.0,18.0,187.96,77.5643,192.0,21.954876816985188,1.0214939348797616,1.232065524990234,Male,Bottom
1,9,3,30.0,50.0,185.0,66.0,188.0,19.284149013878743,1.0162162162162163,1.4545454545454546,Male,Top
1,3,2,4.0,20.0,184.0,59.0,190.0,17.426748582230623,1.0326086956521738,1.0677966101694916,Male,Bottom
1,4,0,18.0,50.0,178.0,81.6,178.0,25.754323948996337,1.0,1.2205882352941178,Male,Bottom
1,7,3,20.0,20.0,178.0,66.0,180.0,20.830703194041156,1.0112359550561798,1.303030303030303,Male,Bottom
1,3,0,28.0,95.0,169.0,79.0,162.0,27.660095935016283,0.9585798816568047,1.3544303797468353,Male,Bottom
1,6,1,20.0,35.0,185.0,70.3,196.0,20.540540540540537,1.0594594594594595,1.2844950213371267,Male,Bottom
1,3,0,18.0,70.0,179.0,73.0,181.0,22.783308885490467,1.011173184357542,1.2465753424657535,Male,Bottom
1,7,1,25.0,100.0,180.0,72.5,160.0,22.37654320987654,0.8888888888888888,1.3448275862068966,Male,Bottom
1,6,2,13.0,40.0,183.0,86.0,188.0,25.680074054167036,1.0273224043715847,1.1511627906976745,Male,Bottom
1,1,1,8.0,10.0,170.0,85.0,168.0,29.411764705882355,0.9882352941176471,1.0941176470588236,Male,Bottom
1,8,2,19.0,50.0,183.0,79.0,181.0,23.589835468362743,0.9890710382513661,1.240506329113924,Male,Top
1,7,2,20.0,60.0,182.9,80.0,180.0,23.914569981654537,0.9841443411700382,1.25,Male,Bottom
1,4,1,8.0,25.0,180.0,92.0,190.0,28.39506172839506,1.0555555555555556,1.0869565217391304,Male,Bottom
1,8,3,25.0,30.0,180.0,70.0,183.0,21.604938271604937,1.0166666666666666,1.3571428571428572,Male,Top
0,2,0,4.0,25.0,169.0,57.0,170.0,19.95728440880922,1.0059171597633136,1.0701754385964912,Female,Bottom
1,2,0,12.0,45.0,194.0,80.0,196.0,21.25624402168137,1.0103092783505154,1.15,Male,Bottom
1,7,4,12.0,15.0,186.0,78.0,190.0,22.54595907041276,1.021505376344086,1.1538461538461537,Male,Bottom
1,2,0,20.0,35.0,171.0,65.0,168.0,22.229061933586404,0.9824561403508771,1.3076923076923077,Male,Bottom
1,7,0,35.0,14.0,172.0,61.0,180.0,20.61925365062196,1.0465116279069768,1.5737704918032787,Male,Bottom
1,8,3,20.0,33.0,183.0,79.0,191.0,23.589835468362743,1.0437158469945356,1.2531645569620253,Male,Top
1,4,0,12.0,35.0,162.0,56.0,162.0,21.338210638622158,1.0,1.2142857142857142,Male,Bottom
1,13,4,80.0,50.0,182.0,83.0,196.0,25.057360222195385,1.0769230769230769,1.963855421686747,Male,Top
0,5,0,9.0,10.0,178.0,64.0,179.0,20.199469763918696,1.0056179775280898,1.140625,Female,Bottom
1,9,2,30.0,40.0,177.0,64.0,192.0,20.428357113217785,1.0847457627118644,1.46875,Male,Top
0,8,2,12.0,40.0,162.5,61.0,168.0,23.100591715976332,1.0338461538461539,1.1967213114754098,Female,Top
1,9,4,25.0,69.0,177.0,74.0,183.0,23.620287912158062,1.0338983050847457,1.337837837837838,Male,Top
1,9,6,30.0,30.0,180.0,78.0,181.0,24.074074074074073,1.0055555555555555,1.3846153846153846,Male,Top
1,5,1,10.0,30.0,180.0,82.0,180.0,25.30864197530864,1.0,1.1219512195121952,Male,Bottom
1,4,1,12.0,45.0,174.0,75.0,178.0,24.772096710265558,1.0229885057471264,1.16,Male,Bottom
1,10,4,28.0,35.0,180.0,70.0,183.0,21.604938271604937,1.0166666666666666,1.4,Male,Top
1,11,6,37.0,80.0,173.0,64.0,186.0,21.383941996057334,1.0751445086705202,1.578125,Male,Top
1,4,1,20.0,40.0,162.0,53.0,161.0,20.195092211553114,0.9938271604938271,1.3773584905660377,Male,Bottom
1,4,1,20.0,45.0,185.0,100.0,187.0,29.218407596785973,1.0108108108108107,1.2,Male,Bottom
1,6,1,6.0,15.0,185.0,65.0,183.0,18.991964937910883,0.9891891891891892,1.0923076923076922,Male,Bottom
1,4,1,15.0,50.0,170.0,68.0,190.0,23.529411764705884,1.1176470588235294,1.2205882352941178,Male,Bottom
1,6,0,17.0,40.0,175.26,70.3,174.0,22.887044303809255,0.9928106812735366,1.2418207681365576,Male,Bottom
0,10,4,12.0,20.0,167.0,70.0,165.0,25.099501595611173,0.9880239520958084,1.1714285714285715,Female,Top
0,5,6,5.0,20.0,162.56,56.699,162.56,21.455963322082894,1.0,1.088184976807351,Female,Bottom
1,7,2,30.0,30.0,175.0,63.5,185.0,20.73469387755102,1.0571428571428572,1.4724409448818898,Male,Bottom
1,5,2,16.0,35.0,178.0,66.0,188.0,20.830703194041156,1.0561797752808988,1.2424242424242424,Male,Bottom
0,1,0,0.0,25.0,167.0,73.0,176.0,26.175194521137367,1.0538922155688624,1.0,Female,Bottom
1,5,1,18.0,40.0,183.0,67.0,176.0,20.00656932126967,0.9617486338797814,1.2686567164179106,Male,Bottom
1,5,1,15.0,30.0,186.0,70.0,190.0,20.23355301190889,1.021505376344086,1.2142857142857142,Male,Bottom
1,5,0,10.0,30.0,174.0,60.0,179.0,19.817677368212443,1.028735632183908,1.1666666666666667,Male,Bottom
1,7,2,22.0,50.0,179.0,66.22,179.0,20.667270060235325,1.0,1.3322259136212624,Male,Bottom
0,3,2,3.0,10.0,165.0,53.0,164.0,19.467401285583104,0.9939393939393939,1.0566037735849056,Female,Bottom
1,4,1,10.0,30.0,180.0,86.0,180.0,26.54320987654321,1.0,1.1162790697674418,Male,Bottom
1,3,1,13.0,50.0,184.0,87.0,185.0,25.697069943289225,1.0054347826086956,1.1494252873563218,Male,Bottom
1,3,1,12.0,50.0,188.0,65.0,190.0,18.390674513354462,1.0106382978723405,1.1846153846153846,Male,Bottom
1,5,1,22.0,50.0,180.0,76.0,187.0,23.456790123456788,1.038888888888889,1.2894736842105263,Male,Bottom
1,7,2,20.0,27.0,180.0,72.0,180.0,22.22222222222222,1.0,1.2777777777777777,Male,Bottom
1,6,1,25.0,20.0,167.0,62.5,172.0,22.410269281795692,1.029940119760479,1.4,Male,Bottom
1,8,2,13.0,4.0,177.8,58.967,185.928,18.652863836339915,1.0457142857142856,1.220462292468669,Male,Top
1,4,2,11.0,25.0,180.0,59.0,185.0,18.209876543209877,1.0277777777777777,1.1864406779661016,Male,Bottom
1,3,1,15.0,30.0,178.0,72.0,177.0,22.724403484408533,0.9943820224719101,1.2083333333333333,Male,Bottom
1,5,1,15.0,25.0,175.0,77.0,179.0,25.142857142857142,1.022857142857143,1.1948051948051948,Male,Bottom
1,3,0,9.0,50.0,188.0,82.0,186.0,23.20054323223178,0.9893617021276596,1.1097560975609757,Male,Bottom
0,4,2,6.0,15.0,171.0,68.0,167.0,23.25501863821347,0.9766081871345029,1.088235294117647,Female,Bottom
1,8,6,15.0,30.0,186.0,80.0,188.0,23.12406058503873,1.010752688172043,1.1875,Male,Top
1,7,4,12.0,25.0,185.0,78.0,185.0,22.79035792549306,1.0,1.1538461538461537,Male,Bottom
1,7,5,14.0,25.0,180.0,72.5,185.0,22.37654320987654,1.0277777777777777,1.193103448275862,Male,Bottom
1,7,2,15.0,30.0,175.0,65.5,177.0,21.387755102040817,1.0114285714285713,1.2290076335877862,Male,Bottom
1,9,1,55.0,118.0,183.0,73.0,188.0,21.798202394816204,1.0273224043715847,1.7534246575342465,Male,Top
1,3,0,15.0,16.0,179.0,63.0,181.0,19.66230766829999,1.011173184357542,1.2380952380952381,Male,Bottom
1,3,0,15.0,16.0,179.0,63.0,181.0,19.66230766829999,1.011173184357542,1.2380952380952381,Male,Bottom
1,5,3,13.0,50.0,184.0,78.0,173.0,23.03875236294896,0.9402173913043478,1.1666666666666667,Male,Bottom
1,2,0,12.0,50.0,188.0,78.0,193.0,22.068809416025353,1.0265957446808511,1.1538461538461537,Male,Bottom
1,4,0,30.0,30.0,170.0,65.0,173.0,22.49134948096886,1.0176470588235293,1.4615384615384615,Male,Bottom
1,4,0,30.0,75.0,168.5,76.0,178.0,26.767867992145742,1.056379821958457,1.394736842105263,Male,Bottom
1,5,1,18.0,55.0,173.0,70.0,174.0,23.38868655818771,1.0057803468208093,1.2571428571428571,Male,Bottom
1,3,3,12.0,20.0,173.0,76.0,168.0,25.393431120318084,0.9710982658959537,1.1578947368421053,Male,Bottom
1,6,1,20.0,30.0,190.5,70.3,190.0,19.371594298744153,0.9973753280839895,1.2844950213371267,Male,Bottom
1,5,0,18.0,30.0,170.0,73.66,168.0,25.4878892733564,0.9882352941176471,1.2443660059733912,Male,Bottom
0,4,1,12.0,15.0,176.0,56.0,169.0,18.078512396694215,0.9602272727272727,1.2142857142857142,Female,Bottom
1,5,0,15.0,75.0,183.0,70.0,184.0,20.902385858042937,1.005464480874317,1.2142857142857142,Male,Bottom
0,5,0,15.0,30.0,170.0,56.0,171.0,19.377162629757787,1.0058823529411764,1.2678571428571428,Female,Bottom
1,9,3,33.0,52.0,175.0,65.0,174.0,21.224489795918366,0.9942857142857143,1.5076923076923077,Male,Top
1,8,3,24.0,50.0,165.0,68.0,175.0,24.977043158861342,1.0606060606060606,1.3529411764705883,Male,Top
1,3,0,7.0,25.0,188.0,77.0,191.0,21.785875961973744,1.0159574468085106,1.0909090909090908,Male,Bottom
1,4,0,7.0,17.0,155.0,69.0,178.0,28.720083246618103,1.1483870967741936,1.1014492753623188,Male,Bottom
1,4,1,19.0,50.0,181.0,75.0,190.0,22.89307408198773,1.0497237569060773,1.2533333333333334,Male,Bottom
1,4,0,12.0,33.0,178.0,65.0,180.0,20.515086478979924,1.0112359550561798,1.1846153846153846,Male,Bottom
1,6,6,15.0,35.0,185.0,74.0,185.0,21.62162162162162,1.0,1.2027027027027026,Male,Bottom
1,6,1,17.0,27.0,185.0,75.0,187.0,21.913805697589478,1.0108108108108107,1.2266666666666666,Male,Bottom
